society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,latitude,longitude
dlf the belaire,Sector 54 ,10.8,35237.0,4,4,3+,9,East,Old Property,3127.0,0,1,0,0,0,Semi-Furnished,13,28.4490719,77.1018245
shree vardhman victoria,Sector 70 ,2.4,12308.0,3,3,3,4,East,Moderately Old,1738.0,0,1,0,0,0,Unknown,16,28.394127777777776,77.01940833333333
la vida by tata housing,Sector 113  ,1.9,14286.0,2,2,2,10,East,Relatively New,1150.0,0,1,0,0,0,Unknown,0,28.534468200000003,77.0202962
unitech escape,Nirvana Country,3.19,16087.0,3,4,2,3,East,Old Property,1980.0,0,0,0,0,1,Semi-Furnished,4,28.4079233,77.0599269
bestech altura,Sector 79 ,3.52,13159.0,4,5,3+,14,North,New Property,2375.0,0,1,0,0,0,Semi-Furnished,0,28.356302777777778,76.97398333333334
tulip yellow,Sector 69 ,2.22,13028.0,3,3,3+,15,East,Relatively New,1704.0,0,0,0,1,0,Unknown,6,28.3936816,77.037423
m3m the marina,Sector 68 ,1.55,12460.0,2,2,2,8,North-East,Relatively New,1100.0,0,0,0,1,0,Semi-Furnished,5,28.376011294547,77.043588862517
emaar mgf the palm drive,Sector 66 ,3.9,20000.0,3,3,2,6,North,Relatively New,1920.0,0,1,0,0,0,Semi-Furnished,24,28.4005416,77.0531437
dlf the ultima,Sector 81 ,3.68,17261.0,3,3,2,12,East,Relatively New,1900.0,0,1,0,0,0,Furnished,24,28.3891437,76.9487885
godrej meridien,Sector 106 ,4.3,15809.0,4,4,3+,6,North,New Property,2377.0,0,1,0,0,0,Semi-Furnished,6,28.503788888888888,76.99246111111111
m3m heights,Sector 65 ,3.38,18490.0,3,3,3,30,North-East,Relatively New,1651.0,0,0,0,1,0,Semi-Furnished,20,28.405218809021385,77.06732220510715
the close north,Nirvana Country,3.56,17009.0,3,3,3,12,East,Moderately Old,2060.0,0,0,0,0,1,Semi-Furnished,0,28.4151954,77.0688124
godrej nature plus,Sector-33 Sohna,1.6,10276.0,3,2,3+,19,North,New Property,1266.0,1,0,0,0,0,Semi-Furnished,11,28.2787547,77.0692945
sare petioles,Sector 92 ,1.8,8824.0,4,3,3+,5,West,New Property,1589.0,1,0,0,0,0,Unknown,4,28.411425,76.91158333333334
ramprastha the edge towers,Sector 37D ,1.1,7971.0,2,2,3,15,East,Relatively New,1181.0,0,0,1,0,0,Semi-Furnished,8,28.446606651777778,76.96885630488889
hero homes,Sector 104 ,2.45,14506.0,3,3,3,26,North,New Property,1464.0,0,0,0,1,0,Semi-Furnished,6,28.483708333333333,76.99343333333333
orchid petals,Sector 49 ,3.05,16898.0,3,3,3,6,East,Moderately Old,1800.0,0,0,0,0,1,Semi-Furnished,24,28.4162059,77.04605599972221
greenopolis,Sector 89 ,1.59,8325.0,3,3,3,8,East,Relatively New,1820.0,0,1,0,0,0,Semi-Furnished,24,28.4159951,76.9472237
aipl the peaceful homes,Sector 70A ,3.29,15302.0,3,3,3,5,North-East,Relatively New,1916.0,1,0,0,0,0,Semi-Furnished,3,28.38268888888889,77.01681944444444
bestech park view residency,Palam Vihar,1.9,12141.0,2,2,3,3,North-East,Moderately Old,1395.0,1,0,0,0,0,Semi-Furnished,0,28.4995247,77.021954
m3m the marina,Sector 68 ,1.49,11825.0,2,2,2,15,North-East,Relatively New,1212.0,0,0,0,1,0,Semi-Furnished,0,28.375516666666663,77.04318055555555
aipl the peaceful homes,Sector 70A ,3.6,16744.0,3,3,3,10,North,Relatively New,1916.0,1,0,0,0,0,Semi-Furnished,0,28.383772222222223,77.01786666666666
dlf the skycourt,Sector 86 ,2.35,12182.0,3,3,1,12,North,Moderately Old,1664.0,1,0,0,0,0,Semi-Furnished,25,28.3960078,76.9350311
the close south,Nirvana Country,6.3,18529.0,4,5,3+,G,South,Moderately Old,3400.0,0,1,0,1,0,Unknown,6,28.4123418,77.0709276
central park flower valley,Sector-33 Sohna,1.75,14228.0,3,2,3,1,East,Relatively New,950.0,0,1,0,1,0,Semi-Furnished,19,28.2843905,77.073272
dlf park place,Sector 54 ,6.7,35733.0,3,4,3+,17,West,Moderately Old,1600.0,0,1,0,0,0,Furnished,25,28.4426945,77.1076353
godrej icon,Sector 88A ,3.15,13595.0,4,4,3,28,East,Moderately Old,1973.0,1,1,1,1,0,Furnished,22,28.4320075,76.950259
hero homes,Sector 104 ,2.4,14210.0,3,3,3,29,North-East,New Property,1464.0,0,0,0,1,0,Semi-Furnished,4,28.4829848,76.9936188
ireo skyon,Sector 60 ,4.45,21707.0,3,3,3,12,West,Moderately Old,1800.0,0,1,0,0,0,Semi-Furnished,0,28.39972113888889,77.09806058333334
parsvnath exotica,Sector 53 ,11.0,23580.0,5,6,3+,G,North,Moderately Old,4158.0,1,1,1,1,0,Furnished,0,28.44422777777778,77.10044444444443
rof ananda,Sector 95 ,0.58,10565.0,2,2,1,9,North-East,Relatively New,631.0,1,1,1,1,0,Semi-Furnished,5,28.4171926,76.90812380000001
la vida by tata housing,Sector 113  ,3.85,20052.0,3,3,3,19,West,Relatively New,2207.0,0,1,0,0,0,Semi-Furnished,25,28.5341158,77.0193553
tata primanti,Sector 72 ,4.6,17524.0,4,5,3+,16,East,Relatively New,2400.0,0,1,0,0,0,Semi-Furnished,0,28.4059736,77.0360579
emaar palm gardens,Sector 83 ,2.5,13158.0,3,3,3+,6,East,Moderately Old,1693.0,0,1,0,0,1,Semi-Furnished,6,28.39537222222222,76.9764611111111
m3m soulitude,Sector 89 ,1.35,16875.0,2,2,2,2,North,Relatively New,920.0,1,0,0,0,0,Semi-Furnished,0,28.422197222222223,76.9477138888889
dlf new town heights,Sector 91 ,2.45,10364.0,4,4,3+,15,East,Moderately Old,2107.0,0,1,0,1,0,Semi-Furnished,0,28.401994444444444,76.91612500000001
ireo skyon,Sector 60 ,4.0,19560.0,3,4,3+,11,North-East,Relatively New,1784.0,0,1,0,0,0,Semi-Furnished,18,28.399691666666666,77.097375
dlf new town heights,Sector 91 ,2.0,10363.0,3,3,3+,21,North-East,Moderately Old,1730.0,0,1,0,1,0,Semi-Furnished,11,28.4015389,76.9171508
sare petioles,Sector 92 ,1.83,8221.0,4,4,3+,7,North-East,Relatively New,1701.0,0,1,0,0,0,Semi-Furnished,0,28.4125186915,76.91280853002779
suncity heights,Sector 54 ,12.0,23843.0,5,5,3+,14,North,Relatively New,4486.0,1,0,1,1,0,Furnished,25,28.43255555555556,77.10995
ireo the grand arch,sector 58 ,6.95,23999.0,3,5,3+,12,North,Relatively New,2581.0,1,1,0,0,0,Furnished,23,28.41271111111111,77.11214166666666
godrej air,Sector 85 ,2.8,13139.0,3,3,3,10,North-East,New Property,2130.0,0,1,0,0,0,Unknown,0,28.40675400965073,76.94977281473281
park view apartment,Sector 56 ,2.8,11667.0,3,3,3+,7,North,Old Property,2139.0,0,1,0,0,0,Semi-Furnished,10,28.42471388888889,77.09620555555556
dlf park place,Sector 54 ,6.55,33031.0,3,3,3,10,North,Old Property,1767.0,0,1,0,0,0,Furnished,0,28.44400555555556,77.11003333333333
m3m antalya hills,Sector 79 ,2.0,12845.0,3,3,3+,4,East,New Property,1388.0,0,1,0,0,0,Unknown,6,28.35731,76.97266
ireo skyon,Sector 60 ,3.85,18826.0,3,4,3+,5,West,New Property,2040.0,0,1,0,0,1,Semi-Furnished,9,28.3996296,77.0950319
dlf new town heights 2,Sector 86 ,2.15,11140.0,3,4,3+,12,East,Moderately Old,1757.0,0,1,0,1,0,Unknown,3,28.4026192,76.9379732
m3m ikonic,Sector 68 ,2.75,14103.0,3,3,3+,29,East,Relatively New,2241.0,0,1,0,1,0,Semi-Furnished,10,28.376041666666666,77.04365277777778
ats triumph,Sector 104 ,3.8,12063.0,4,4,3+,10,North-East,Relatively New,2650.0,0,1,0,0,0,Semi-Furnished,3,28.477248535402,76.986079172918
godrej meridien,Sector 106 ,2.3,16837.0,2,2,2,10,West,Relatively New,1079.0,0,1,0,0,0,Semi-Furnished,2,28.508180555555555,76.98680555555556
paras dews,Sector 106 ,1.8,10227.0,3,4,3+,8,North,Relatively New,1186.0,1,1,0,0,0,Unknown,12,28.4976437,76.9993213
vatika city homes,Sector 83 ,1.75,10057.0,3,2,3,2,North-East,Moderately Old,1637.0,1,0,0,1,0,Semi-Furnished,5,28.39484829972222,76.96857049972222
eldeco accolade,Sohna,1.3,10285.0,2,2,3+,10,North-East,Relatively New,1017.0,1,0,0,1,0,Semi-Furnished,1,28.266652,77.064904
smart world orchard,Sector 61 ,2.35,14453.0,3,3,3,2,North,New Property,1414.0,1,0,0,0,0,Semi-Furnished,3,28.4093389,77.0992174
dlf the ultima,Sector 81 ,3.6,17143.0,3,3,3+,10,North-East,Relatively New,1872.0,0,1,0,0,0,Furnished,0,28.389322499722223,76.9528343
ireo uptown,Sector 66 ,3.5,18697.0,3,3,3,15,North,Moderately Old,1668.0,0,1,0,0,0,Semi-Furnished,0,28.3957123,77.0590474
puri diplomatic greens,Sector 111 ,4.6,15593.0,4,5,3+,13,East,Moderately Old,2629.0,0,1,0,0,0,Semi-Furnished,3,28.5197311,77.0272852
ashiana anmol,Sohna,1.72,11264.0,3,3,2,1,North-East,New Property,1253.0,0,1,0,0,0,Semi-Furnished,0,28.2870893,77.0690071
signature global de luxe dxp,Sector 37D ,3.87,15674.0,3,4,3+,17,East,Under Construction,2201.0,0,1,0,1,0,Semi-Furnished,0,28.44588,76.96717
m3m woodshire,Sector 107 ,1.45,9452.0,2,2,3,9,West,Relatively New,1290.0,1,0,0,0,0,Semi-Furnished,0,28.513551899722223,76.97396489972222
orchid petals,Sector 49 ,3.8,18438.0,3,4,3,7,North,Moderately Old,2050.0,1,0,0,0,1,Semi-Furnished,24,28.41250499972222,77.0481113
godrej meridien,Sector 106 ,2.6,16000.0,3,3,3+,5,North-East,Relatively New,1448.0,1,0,0,0,1,Semi-Furnished,0,28.5070382,76.988849
godrej air,Sector 85 ,2.55,13950.0,3,3,3,12,East,New Property,1700.0,0,0,1,0,0,Unknown,0,28.4050633,76.9514923
central park flower valley aqua front towers,Sector-33 Sohna,2.72,15204.0,3,3,3+,10,East,Relatively New,1323.0,0,0,1,0,0,Semi-Furnished,22,28.28536111111111,77.0727111111111
unitech escape,Nirvana Country,3.2,16410.0,3,3,3,3,North-East,Moderately Old,1940.0,0,0,0,1,1,Furnished,24,28.4082852,77.0609181
dlf the skycourt,Sector 86 ,2.3,11923.0,3,3,1,10,East,Relatively New,1600.0,0,0,0,1,1,Semi-Furnished,24,28.3962787,76.9352086
bestech altura,Sector 79 ,2.38,11610.0,3,3,2,10,East,New Property,1827.0,0,0,0,0,1,Semi-Furnished,0,28.35843349144842,76.97280516430085
bestech altura,Sector 79 ,3.39,12673.0,4,5,3,12,North-East,New Property,2284.0,0,1,0,0,0,Semi-Furnished,4,28.3588588,76.9727637
vatika city,Sector 49 ,3.45,17122.0,3,3,3,4,East,Old Property,1604.25,1,0,0,0,0,Semi-Furnished,0,28.4029032,77.0467143
emaar mgf the enclave,Sector 66 ,3.0,15625.0,3,4,2,5,East,Relatively New,1833.0,0,1,0,0,0,Semi-Furnished,24,28.4007001,77.0515691
hero homes,Sector 104 ,2.05,14759.0,3,2,2,6,North-East,New Property,1188.0,0,1,0,0,0,Semi-Furnished,12,28.4838305,76.9934929
dlf the primus,Sector 82A ,2.8,15402.0,3,3,3+,11,North-East,Relatively New,1694.0,0,0,0,0,1,Furnished,24,28.38607222222222,76.9661138888889
dlf new town heights 1,Sector 90 ,2.12,10984.0,3,3,3+,2,East,Moderately Old,1926.0,0,1,0,1,0,Semi-Furnished,20,28.4082531,76.9314306
godrej air,Sector 85 ,2.65,14489.0,3,3,3,26,North,New Property,2102.0,0,1,0,1,0,Semi-Furnished,17,28.405115,76.9514304
m3m woodshire,Sector 107 ,1.79,9213.0,3,3,3,7,North-East,Relatively New,1732.0,0,1,0,1,0,Semi-Furnished,11,28.5143744,76.9732684
umang winter hills,Sector 77 ,1.87,10263.0,3,3,3,17,North,Relatively New,1624.0,0,0,0,0,1,Semi-Furnished,0,28.380683333333334,76.97908333333334
dlf new town heights 2,Sector 86 ,2.48,10491.0,4,5,3+,15,West,Relatively New,2107.0,0,1,0,1,0,Semi-Furnished,0,28.39914130555556,76.93672941666667
m3m heights,Sector 65 ,3.6,19694.0,3,3,3,30,North-East,New Property,1629.0,0,1,0,1,0,Semi-Furnished,0,28.4041884,77.0652816
dlf regal gardens,Sector 90 ,2.8,12584.0,4,4,3+,14,North-East,Relatively New,2071.0,0,0,1,0,0,Semi-Furnished,24,28.4067298,76.9333597
sobha city,Sector 108 ,5.25,22407.0,3,5,2,4,East,New Property,1913.0,0,1,0,0,0,Unknown,6,28.51574,76.9947924
vatika sovereign park,Sector 99 ,3.87,13921.0,3,3,3+,1,East,Relatively New,2478.0,0,1,0,0,0,Semi-Furnished,0,28.460702972222222,76.96664597222222
bestech park view grand spa,Sector 81 ,3.55,13346.0,3,4,3+,5,East,Moderately Old,2371.0,0,1,0,0,0,Semi-Furnished,12,28.3931239,76.9488403
birla navya,Sector 63A ,6.0,15633.0,4,4,3+,1,East,New Property,3320.0,0,0,0,0,1,Semi-Furnished,4,28.3938224,77.09304589999999
ireo uptown,Sector 66 ,4.0,19493.0,4,4,3,12,North,Relatively New,1850.0,0,1,0,0,0,Unknown,24,28.3964791,77.0603073
unitech fresco,Nirvana Country,2.65,14118.0,3,4,3+,8,North,Moderately Old,1800.0,0,1,0,0,0,Semi-Furnished,0,28.414627,77.0597085
indiabulls enigma,Sector 110 ,4.7,13824.0,4,5,3,10,North-East,Relatively New,3030.0,0,1,0,0,0,Semi-Furnished,0,28.50184039722222,77.01071989722222
central park resort belgravia residences,Sector 48 ,7.4,30032.0,3,3,3,8,North-West,Moderately Old,2196.0,0,1,0,1,0,Furnished,0,28.4239111,77.0363318
m3m skycity,Sector 65 ,3.92,19085.0,3,3,3,7,North-East,New Property,1831.0,0,1,0,0,0,Semi-Furnished,6,28.40554722222222,77.06582777777777
ild grand,Sector 37C ,1.65,9066.0,3,3,3,8,North,Relatively New,1622.0,0,0,0,1,0,Unknown,3,28.454793972222223,76.990768
hero homes,Sector 104 ,1.75,15924.0,2,2,2,9,North,New Property,850.0,0,0,0,1,0,Semi-Furnished,10,28.48379260265566,76.99362004921045
dlf new town heights 2,Sector 86 ,2.5,10611.0,4,4,3+,7,North,Old Property,1800.0,0,1,0,0,0,Semi-Furnished,0,28.40176366672953,76.93811331071244
m3m woodshire,Sector 107 ,2.78,10124.0,4,5,3+,9,North,Relatively New,2447.0,0,1,0,0,0,Semi-Furnished,9,28.514147822761224,76.97177288080768
ireo the grand arch,sector 58 ,5.25,24261.0,3,4,1,26,West,Moderately Old,1929.0,0,1,0,0,0,Semi-Furnished,0,28.41313611111111,77.11368611111111
godrej air,Sector 85 ,2.6,14215.0,3,3,3,26,West,New Property,1555.0,0,1,0,0,0,Semi-Furnished,0,28.407511944444444,76.95097583333333
awho sispal vihar,Sector 49 ,2.5,14100.0,3,3,3+,9,South-East,Moderately Old,1580.0,0,0,0,1,0,Semi-Furnished,0,28.4144028,77.04412589972222
dlf the summit,Sector 54 ,10.5,34596.0,4,6,3,18,West,Old Property,2750.0,1,1,1,0,0,Semi-Furnished,11,28.447118,77.1049884
ireo victory valley,Sector 67 ,7.1,19657.0,4,5,3+,25,North-East,Moderately Old,3246.0,1,1,1,0,0,Semi-Furnished,3,28.38974444444444,77.06178333333332
tata primanti,Sector 72 ,6.2,19077.0,4,4,3+,G,North-East,Relatively New,3000.0,0,1,0,0,0,Furnished,23,28.40735,77.0352709
la vida by tata housing,Sector 113  ,3.2,14434.0,3,3,3,3,East,Relatively New,1800.0,0,1,0,0,0,Unknown,6,28.5344968,77.0197827
emaar mgf the palm drive,Sector 66 ,4.1,21026.0,3,3,3,10,West,Moderately Old,1920.0,0,1,0,0,0,Semi-Furnished,0,28.40195,77.05153333333332
emaar palm gardens,Sector 83 ,2.49,13105.0,3,4,3,10,North,Relatively New,1500.0,0,1,0,0,0,Semi-Furnished,25,28.3955732,76.9763262
ramprastha primera,Sector 37D ,1.8,10141.0,3,3,3,10,North-East,Relatively New,1527.0,0,0,0,0,1,Semi-Furnished,0,28.452858299722223,76.9732503
dlf the primus,Sector 82A ,3.65,17340.0,3,3,3+,17,North-East,Relatively New,2104.0,0,1,0,0,0,Furnished,8,28.38628333333333,76.96690555555556
m3m heights,Sector 65 ,2.51,19905.0,2,2,3,16,East,Relatively New,1180.0,0,0,0,1,0,Semi-Furnished,8,28.40488611111111,77.065975
dlf new town heights,Sector 91 ,3.35,12285.0,4,4,3+,14,North-East,Old Property,2527.0,0,1,0,0,0,Semi-Furnished,9,28.4024243,76.9167564
anant raj,Sector 63A ,2.8,19886.0,3,3,2,1,West,New Property,1618.0,0,0,0,1,0,Furnished,23,28.3974533,77.0990198
bestech park view ananda,Sector 81 ,1.62,11912.0,2,2,3,7,North,Moderately Old,1120.0,0,0,0,1,0,Semi-Furnished,3,28.390069444444443,76.95161666666667
bestech altura,Sector 79 ,3.45,12897.0,4,5,3+,7,North-East,New Property,2384.0,0,1,0,0,0,Semi-Furnished,0,28.35590277777778,76.97197777777778
emaar digihomes,Sector 62 ,3.45,22924.0,2,2,3,10,East,Relatively New,1730.0,0,1,0,0,0,Unknown,0,28.404730034839417,77.08674004469106
orchid petals,Sector 49 ,2.98,16510.0,3,3,3,3,West,Moderately Old,1800.0,0,0,0,0,1,Semi-Furnished,0,28.41300049972222,77.04682689972222
experion windchants,Sector 112 ,8.0,16502.0,4,4,3,20,North,New Property,3655.35,0,1,0,0,0,Semi-Furnished,8,28.51847777777777,77.01491111111112
experion windchants,Sector 112 ,4.46,15917.0,3,3,2,12,North,New Property,2225.0,0,1,0,0,0,Semi-Furnished,8,28.51847777777777,77.01514722222223
orchid petals,Sector 49 ,3.8,22353.0,3,4,3,8,North,New Property,1954.0,0,1,0,0,0,Semi-Furnished,3,28.412465,77.045831
dlf new town heights,Sector 91 ,2.58,10914.0,4,4,3+,16,North,Relatively New,2107.0,0,1,0,1,0,Semi-Furnished,3,28.401584199722222,76.9164384
ireo the corridors,Sector 67A ,2.5,16835.0,2,2,2,8,South-East,Relatively New,1480.0,1,0,0,0,0,Semi-Furnished,9,28.384767058027776,77.06888459622222
dlf new town heights 2,Sector 86 ,2.03,10518.0,3,3,3+,11,North-West,Moderately Old,1755.0,0,1,0,1,0,Unknown,5,28.4026192,76.9379732
ireo victory valley,Sector 67 ,6.0,21075.0,4,5,3+,16,East,Moderately Old,2842.0,1,1,0,1,0,Furnished,7,28.39172747386336,77.06436038011695
sobha city,Sector 108 ,3.5,20456.0,3,3,2,9,West,Relatively New,1401.0,1,1,0,1,0,Semi-Furnished,3,28.516395555555555,76.99411772222223
central park flower valley aqua front towers,Sector-33 Sohna,2.4,13415.0,3,3,3+,4,South,Relatively New,1453.0,1,1,0,1,0,Furnished,0,28.2848208,77.0799865
smart world sky arc,Sector 69 ,4.8,18824.0,3,4,2,16,East,Under Construction,2273.0,0,1,0,0,0,Semi-Furnished,42,28.3966087,77.0362967
smart world orchard,Sector 61 ,2.45,15068.0,3,3,2,4,West,New Property,1500.0,1,0,0,0,0,Semi-Furnished,21,28.4090845,77.1010757
smart world gems,Sector 89 ,1.35,10417.0,2,2,2,1,East,New Property,1155.0,1,0,0,0,0,Unknown,0,28.424186111111112,76.94447222222223
emaar palm premier,Sector 77 ,3.3,16337.0,3,3,3,10,East,Relatively New,2322.0,0,1,0,0,0,Semi-Furnished,0,28.3802865,76.9782999
dlf belvedere towers,DLF Phase 2,5.5,24499.0,4,4,3,18,East,Old Property,2150.0,1,1,1,1,1,Furnished,22,28.4909656,77.0895032
imperia the esfera,Sector 37C ,2.08,8000.0,4,5,3+,7,East,Relatively New,2205.0,0,1,0,0,0,Unknown,4,28.44890105408057,76.98654513543289
conscient elevate,Sector 59 ,4.9,23389.0,3,3,2,15,East,New Property,1615.0,0,1,0,0,0,Semi-Furnished,7,28.4087778,77.1061609
conscient elevate,Sector 59 ,5.25,22876.0,3,4,2,25,East,New Property,1745.0,0,1,0,0,0,Semi-Furnished,17,28.4095147,77.1088214
emaar imperial gardens,Sector 102 ,2.4,11988.0,3,4,3,5,East,Relatively New,1613.0,0,1,0,0,0,Semi-Furnished,0,28.4800622,76.9702333
emaar mgf emerald estate,Sector 65 ,2.65,20703.0,3,3,2,8,East,Moderately Old,1141.0,0,0,0,1,0,Furnished,8,28.398902888888887,77.07193755555555
godrej nature plus,Sector-33 Sohna,1.45,10469.0,2,2,3+,3,North-East,New Property,1234.0,1,0,0,1,0,Semi-Furnished,21,28.279297222222223,77.068675
tata gurgaon gateway,Sector 112 ,3.51,12000.0,3,4,3,11,East,Relatively New,2607.0,0,1,0,0,0,Semi-Furnished,0,28.535610166422565,77.0171911452983
godrej zenith,Sector 89 ,4.6,20909.0,3,3,3,30,North,Under Construction,1769.0,0,1,0,0,0,Unknown,8,28.411256,76.952234
conscient heritage one,Sector 62 ,3.78,18938.0,3,3,3,6,North,Moderately Old,1800.0,0,1,0,0,0,Semi-Furnished,4,28.4020452,77.0888149
msl apartments,Sector 1 Imt Manesar,1.5,8301.0,3,3,3+,8,North,Moderately Old,1611.0,0,1,1,1,0,Semi-Furnished,15,28.367850399722226,76.95156919972223
godrej meridien,Sector 106 ,3.08,15385.0,3,4,3+,7,North,Relatively New,1784.0,0,1,0,0,0,Semi-Furnished,8,28.5075804,76.9892473
experion windchants,Sector 112 ,7.45,15367.0,4,4,3,10,North,New Property,4840.0,0,1,0,0,0,Semi-Furnished,0,28.517852469441976,77.01535638217342
ireo the grand arch,sector 58 ,5.05,23336.0,3,4,1,14,North-East,Relatively New,1964.0,0,1,0,0,0,Semi-Furnished,24,28.41173205925235,77.11141136890915
bestech park view sanskruti,Sector 92 ,2.53,11934.0,3,4,3,4,North,Relatively New,2100.0,0,1,0,0,0,Semi-Furnished,0,28.40913975427389,76.92694143231641
godrej meridien,Sector 106 ,3.35,16733.0,3,4,3+,11,North,New Property,1674.0,0,1,0,0,0,Semi-Furnished,6,28.510272222222223,76.98248611111111
orchid petals,Sector 49 ,3.7,17952.0,3,3,3,3,West,Old Property,2025.0,1,0,0,0,0,Semi-Furnished,11,28.4125608,77.04596809972222
m3m soulitude,Sector 89 ,1.7,11379.0,3,3,2,2,North-East,New Property,1400.0,1,1,0,0,0,Unknown,0,28.4236698,76.9471268
central park resorts,Sector 48 ,4.0,28209.0,2,2,2,3,East,Relatively New,1418.0,0,0,0,0,1,Semi-Furnished,0,28.4256022,77.0337414
elan the presidential,Sector 106 ,5.0,18519.0,3,4,3,15,West,Relatively New,1540.0,0,1,0,0,0,Unknown,2,28.51612280555556,76.99389647222222
m3m mansion,Sector 113  ,5.27,18504.0,4,5,3+,20,North,Relatively New,2538.0,1,1,0,0,0,Unknown,5,28.5324813,77.01872919972222
dlf park place,Sector 54 ,9.85,36200.0,4,4,3+,16,North-East,Moderately Old,2592.0,0,1,0,0,0,Furnished,0,28.4427234,77.1084663
signature global city 92,Sector 92 ,1.3,11916.0,3,2,3,1,North-West,New Property,972.0,1,1,0,0,0,Semi-Furnished,3,28.41237830555556,76.91664886111111
ansal harmony homes,Sushant Lok Phase 3,2.65,13250.0,4,3,3,2,South-East,Old Property,1638.0,1,0,1,1,0,Semi-Furnished,18,28.419688,77.0869138
sobha city,Sector 108 ,4.4,21236.0,3,3,2,20,East,New Property,1675.0,1,0,1,1,0,Unknown,6,28.5157399,76.9948708
sare petioles,Sector 92 ,1.75,7862.0,4,4,3+,19,South,Relatively New,1701.0,0,1,0,0,0,Unknown,0,28.41106111111111,76.91163611111112
dlf the ultima,Sector 81 ,3.67,17543.0,3,4,3+,23,West,Relatively New,1865.0,0,1,0,0,0,Furnished,24,28.388898085994125,76.94932795041916
pareena mi casa,Sector 68 ,1.03,11908.0,2,2,2,15,North-West,New Property,730.0,0,1,0,0,0,Semi-Furnished,0,28.3844801,77.0425938
dlf express greens,Sector 1A IMT Manesar,2.0,8478.0,4,5,3+,18,East,Moderately Old,2102.0,0,1,0,0,0,Furnished,3,28.358827,76.945318
hero homes,Sector 104 ,2.42,14328.0,3,3,3,8,North-East,New Property,1505.0,0,0,0,1,0,Semi-Furnished,11,28.483227777777778,76.99323333333334
dlf the skycourt,Sector 86 ,2.3,11923.0,3,3,3+,10,East,Relatively New,1928.0,0,0,0,1,0,Semi-Furnished,0,28.3983418,76.937141
vatika sovereign park,Sector 99 ,3.84,13813.0,3,3,3,1,North-East,New Property,2478.0,0,1,0,0,0,Semi-Furnished,18,28.46680697222222,76.96915697222222
gls arawali homes,Sohna,0.43,9034.0,2,2,2,5,North-West,Relatively New,424.0,0,1,0,0,0,Unknown,4,28.2626643,77.0829916
tata primanti,Sector 72 ,5.25,18072.0,4,5,3+,26,East,Moderately Old,2354.0,0,1,0,0,0,Semi-Furnished,0,28.4061398,77.0361478
gls arawali homes,Sohna,0.7,9818.0,3,2,1,6,South,New Property,689.0,1,1,0,1,0,Furnished,4,28.2607809,77.0837279
conscient heritage one,Sector 62 ,3.9,19539.0,3,4,3,5,North,Relatively New,1800.0,0,1,0,0,0,Semi-Furnished,3,28.4027892,77.0895951
ss the leaf,Sector 85 ,3.2,11380.0,4,5,3+,8,North,New Property,2162.0,0,1,0,0,0,Semi-Furnished,0,28.4076405273454,76.95567297342593
godrej meridien,Sector 106 ,4.1,15074.0,4,5,3+,18,North-East,New Property,2720.0,0,1,0,0,0,Semi-Furnished,23,28.506841666666663,76.989075
hero homes,Sector 104 ,2.05,15085.0,3,2,2,20,North-East,New Property,1164.0,0,1,0,0,0,Semi-Furnished,6,28.486002101272067,76.99167829654317
conscient heritage max,Sector 102 ,2.65,13723.0,3,4,3,21,North-West,Relatively New,1721.0,0,1,0,0,0,Semi-Furnished,25,28.470382499178367,76.97163556301889
chintels serenity,Sector 109 ,3.35,14105.0,3,4,2,10,North-East,New Property,2117.0,0,1,0,0,0,Semi-Furnished,15,28.51468055555556,77.00506666666666
